"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"4971","17331.709993384306","17331.709993384306","17331.709993384306","11050.039338035574","11050.039338035574","11050.039338035574","12909.785341655888","12909.785341655888","12909.785341655888"
"4981","17387.010900477093","17387.010900477093","17387.010900477093","10719.04733425553","10719.04733425553","10719.04733425553","13272.35677688944","13272.35677688944","13272.35677688944"
"4991","17235.906955193743","17235.906955193743","17235.906955193743","11283.215195143779","11283.215195143779","11283.215195143779","12919.012654789589","12919.012654789589","12919.012654789589"
"5001","17400.11986729562","17400.11986729562","17400.11986729562","11212.934367743379","11212.934367743379","11212.934367743379","12009.102555273668","12009.102555273668","12009.102555273668"
"5011","17758.77536224601","17758.77536224601","17758.77536224601","11412.857224648422","11412.857224648422","11412.857224648422","12227.257352728055","12227.257352728055","12227.257352728055"
"5021","17838.355456749272","17838.355456749272","17838.355456749272","11229.102963414976","11229.102963414976","11229.102963414976","12240.663611135618","12240.663611135618","12240.663611135618"
"5031","18057.913724544713","18057.913724544713","18057.913724544713","11467.152747918632","11467.152747918632","11467.152747918632","12372.307121260801","12372.307121260801","12372.307121260801"
"5041","17959.98795527248","17959.98795527248","17959.98795527248","11625.899587202322","11625.899587202322","11625.899587202322","12282.894984066303","12282.894984066303","12282.894984066303"
"5051","17997.902575359472","17997.902575359472","17997.902575359472","11354.609267698015","11354.609267698015","11354.609267698015","12499.131346852448","12499.131346852448","12499.131346852448"
"5061","17765.893632809435","17765.893632809435","17765.893632809435","11311.778647550964","11311.778647550964","11311.778647550964","12455.970831596836","12455.970831596836","12455.970831596836"
"5071","17568.715715991555","17568.715715991555","17568.715715991555","11765.786531927382","11765.786531927382","11765.786531927382","12332.983514406355","12332.983514406355","12332.983514406355"
"5081","17924.220799065824","17924.220799065824","17924.220799065824","11944.274744168895","11944.274744168895","11944.274744168895","12482.597521898524","12482.597521898524","12482.597521898524"
"5091","17759.707540461095","17759.707540461095","17759.707540461095","12078.219383312276","12078.219383312276","12078.219383312276","12519.55615148291","12519.55615148291","12519.55615148291"
"5101","17725.61050799029","17725.61050799029","17725.61050799029","11504.961569077675","11504.961569077675","11504.961569077675","12698.431607844057","12698.431607844057","12698.431607844057"
"5111","17968.75659353394","17968.75659353394","17968.75659353394","11885.993991988158","11885.993991988158","11885.993991988158","12525.050116128456","12525.050116128456","12525.050116128456"
"5121","17900.77379633156","17900.77379633156","17900.77379633156","11877.216976488413","11877.216976488413","11877.216976488413","12903.346913690464","12903.346913690464","12903.346913690464"
"5131","17906.67419457243","17906.67419457243","17906.67419457243","11843.007183961388","11843.007183961388","11843.007183961388","12875.655004998735","12875.655004998735","12875.655004998735"
"5141","18149.03502751477","18149.03502751477","18149.03502751477","11946.775556536915","11946.775556536915","11946.775556536915","12658.380696980626","12658.380696980626","12658.380696980626"
"5151","17838.69110342756","17838.69110342756","17838.69110342756","12086.052689501843","12086.052689501843","12086.052689501843","12563.949533593803","12563.949533593803","12563.949533593803"
"5161","17826.189579367256","17826.189579367256","17826.189579367256","12402.22527211405","12402.22527211405","12402.22527211405","12621.841323025783","12621.841323025783","12621.841323025783"
"5171","17913.168017926924","17913.168017926924","17913.168017926924","12221.5271058843","12221.5271058843","12221.5271058843","12812.764970170812","12812.764970170812","12812.764970170812"
"5181","17834.05311347382","17834.05311347382","17834.05311347382","12301.701817148707","12301.701817148707","12301.701817148707","12752.815898763383","12752.815898763383","12752.815898763383"
"5191","17988.53307810228","17988.53307810228","17988.53307810228","12594.675793725693","12594.675793725693","12594.675793725693","12965.934935825264","12965.934935825264","12965.934935825264"
"5201","18065.48216645642","18065.48216645642","18065.48216645642","12482.585299152508","12482.585299152508","12482.585299152508","12801.65365316218","12801.65365316218","12801.65365316218"
"5211","17727.544926432314","17727.544926432314","17727.544926432314","12679.714196106319","12679.714196106319","12679.714196106319","12896.879505894747","12896.879505894747","12896.879505894747"
"5221","17878.999233739727","17878.999233739727","17878.999233739727","12499.327539038315","12499.327539038315","12499.327539038315","13005.28568965024","13005.28568965024","13005.28568965024"
"5231","17879.87647528104","17879.87647528104","17879.87647528104","12775.976006389814","12775.976006389814","12775.976006389814","12869.333638932396","12869.333638932396","12869.333638932396"
"5241","17901.359129035718","17901.359129035718","17901.359129035718","12946.163684514224","12946.163684514224","12946.163684514224","13292.475887510309","13292.475887510309","13292.475887510309"
"5251","17800.77567619587","17800.77567619587","17800.77567619587","12417.681983133776","12417.681983133776","12417.681983133776","12997.14973453137","12997.14973453137","12997.14973453137"
"5261","18023.469354217563","18023.469354217563","18023.469354217563","12477.308107131026","12477.308107131026","12477.308107131026","13137.912637099804","13137.912637099804","13137.912637099804"
"5271","18086.204461453868","18086.204461453868","18086.204461453868","12717.578422586435","12717.578422586435","12717.578422586435","13104.388864759565","13104.388864759565","13104.388864759565"
"5281","17972.44774072232","17972.44774072232","17972.44774072232","12800.214158601388","12800.214158601388","12800.214158601388","13201.813476848916","13201.813476848916","13201.813476848916"
"5291","17837.207161661896","17837.207161661896","17837.207161661896","12462.487787370013","12462.487787370013","12462.487787370013","13126.456471842053","13126.456471842053","13126.456471842053"
"5301","17760.612705356478","17760.612705356478","17760.612705356478","12546.12228658511","12546.12228658511","12546.12228658511","13166.352551903425","13166.352551903425","13166.352551903425"
"5311","17740.989087132013","17740.989087132013","17740.989087132013","12820.594194424391","12820.594194424391","12820.594194424391","13252.1941357811","13252.1941357811","13252.1941357811"
"5321","17808.92096878453","17808.92096878453","17808.92096878453","12412.729103567237","12412.729103567237","12412.729103567237","13117.322753223856","13117.322753223856","13117.322753223856"
"5331","17692.000240613484","17692.000240613484","17692.000240613484","12903.522401689212","12903.522401689212","12903.522401689212","13141.523671675155","13141.523671675155","13141.523671675155"
"5341","17876.331005041717","17876.331005041717","17876.331005041717","12583.43068538006","12583.43068538006","12583.43068538006","12949.965728016083","12949.965728016083","12949.965728016083"
"5351","17917.758525573918","17917.758525573918","17917.758525573918","12733.62219724825","12733.62219724825","12733.62219724825","12979.316350409008","12979.316350409008","12979.316350409008"
"5361","16691.641822962065","16691.641822962065","16691.641822962065","12813.813055541972","12813.813055541972","12813.813055541972","13304.047227609793","13304.047227609793","13304.047227609793"
"5371","16877.8448640865","16877.8448640865","16877.8448640865","12911.108551011035","12911.108551011035","12911.108551011035","13105.03844246686","13105.03844246686","13105.03844246686"
"5381","16810.543031095956","16810.543031095956","16810.543031095956","12585.325626887885","12585.325626887885","12585.325626887885","13187.864364999066","13187.864364999066","13187.864364999066"
"5391","16776.31665621197","16776.31665621197","16776.31665621197","10981.56079011714","10981.56079011714","10981.56079011714","13142.715956304828","13142.715956304828","13142.715956304828"
"5401","16961.800524385602","16961.800524385602","16961.800524385602","10899.940396207207","10899.940396207207","10899.940396207207","13112.564206156638","13112.564206156638","13112.564206156638"
"5411","16826.34362921999","16826.34362921999","16826.34362921999","10906.955276458224","10906.955276458224","10906.955276458224","11994.9727334598","11994.9727334598","11994.9727334598"
"5421","16872.663588963733","16872.663588963733","16872.663588963733","11052.831747337652","11052.831747337652","11052.831747337652","11919.349620123938","11919.349620123938","11919.349620123938"
"5431","16650.150404877837","16650.150404877837","16650.150404877837","11220.525140826594","11220.525140826594","11220.525140826594","12169.289156543397","12169.289156543397","12169.289156543397"
"5441","16840.14736552197","16840.14736552197","16840.14736552197","11346.769822360857","11346.769822360857","11346.769822360857","12334.041688451762","12334.041688451762","12334.041688451762"
"5451","16716.205014553056","16716.205014553056","16716.205014553056","11192.3865394922","11192.3865394922","11192.3865394922","12467.878309379987","12467.878309379987","12467.878309379987"
"5461","16827.908900824918","16827.908900824918","16827.908900824918","11358.799538477071","11358.799538477071","11358.799538477071","12155.522021765084","12155.522021765084","12155.522021765084"
"5471","16636.16226233436","16636.16226233436","16636.16226233436","11379.798429091847","11379.798429091847","11379.798429091847","12067.456481125884","12067.456481125884","12067.456481125884"
"5481","16699.41263362476","16699.41263362476","16699.41263362476","11448.675209275105","11448.675209275105","11448.675209275105","12479.40655057751","12479.40655057751","12479.40655057751"
"5491","17008.234472468415","17008.234472468415","17008.234472468415","11432.786243610859","11432.786243610859","11432.786243610859","12059.020430969862","12059.020430969862","12059.020430969862"
"5501","16962.184034445243","16962.184034445243","16962.184034445243","11759.59274683958","11759.59274683958","11759.59274683958","12705.212171517695","12705.212171517695","12705.212171517695"
"5511","17112.24237086436","17112.24237086436","17112.24237086436","11686.311730686932","11686.311730686932","11686.311730686932","12643.46818929786","12643.46818929786","12643.46818929786"
"5521","16932.168621518376","16932.168621518376","16932.168621518376","11833.925270044634","11833.925270044634","11833.925270044634","12470.221825998362","12470.221825998362","12470.221825998362"
"5531","16710.44961224853","16710.44961224853","16710.44961224853","11554.039212951428","11554.039212951428","11554.039212951428","12577.206260449544","12577.206260449544","12577.206260449544"
"5541","16966.33205542096","16966.33205542096","16966.33205542096","11645.60701594488","11645.60701594488","11645.60701594488","12539.740009129107","12539.740009129107","12539.740009129107"
"5551","16931.234045116285","16931.234045116285","16931.234045116285","12007.443173963946","12007.443173963946","12007.443173963946","12685.589974068742","12685.589974068742","12685.589974068742"
"5561","17334.840456973172","17334.840456973172","17334.840456973172","12000.566081027453","12000.566081027453","12000.566081027453","12688.111100080214","12688.111100080214","12688.111100080214"
"5571","17176.846830573984","17176.846830573984","17176.846830573984","12101.268432721357","12101.268432721357","12101.268432721357","12674.257650503961","12674.257650503961","12674.257650503961"
"5581","17066.340884493617","17066.340884493617","17066.340884493617","11543.730542235442","11543.730542235442","11543.730542235442","12506.966217939542","12506.966217939542","12506.966217939542"
"5591","17195.784957714925","17195.784957714925","17195.784957714925","11993.132292150392","11993.132292150392","11993.132292150392","12445.453308445445","12445.453308445445","12445.453308445445"
"5601","17287.78188207182","17287.78188207182","17287.78188207182","12198.692851502488","12198.692851502488","12198.692851502488","12932.7583795114","12932.7583795114","12932.7583795114"
"5611","17287.58726234639","17287.58726234639","17287.58726234639","11987.29286558639","11987.29286558639","11987.29286558639","12719.44381654415","12719.44381654415","12719.44381654415"
"5621","17525.361909556308","17525.361909556308","17525.361909556308","12124.64265241634","12124.64265241634","12124.64265241634","13043.778872395036","13043.778872395036","13043.778872395036"
"5631","17436.414314977457","17436.414314977457","17436.414314977457","12162.96296175514","12162.96296175514","12162.96296175514","12881.68405841793","12881.68405841793","12881.68405841793"
"5641","17420.881464915856","17420.881464915856","17420.881464915856","12429.236460067392","12429.236460067392","12429.236460067392","12768.595377500611","12768.595377500611","12768.595377500611"
"5651","17295.946571647826","17295.946571647826","17295.946571647826","12558.641026361931","12558.641026361931","12558.641026361931","13160.259333974189","13160.259333974189","13160.259333974189"
"5661","17425.392418635056","17425.392418635056","17425.392418635056","12449.806652991952","12449.806652991952","12449.806652991952","12664.769518186062","12664.769518186062","12664.769518186062"
"5671","17320.86890540875","17320.86890540875","17320.86890540875","12572.23534288461","12572.23534288461","12572.23534288461","13203.460503050668","13203.460503050668","13203.460503050668"
"5681","17378.543338963493","17378.543338963493","17378.543338963493","12778.652688297263","12778.652688297263","12778.652688297263","13247.11088809132","13247.11088809132","13247.11088809132"
"5691","17382.880758847128","17382.880758847128","17382.880758847128","12544.170328568036","12544.170328568036","12544.170328568036","13113.728073923861","13113.728073923861","13113.728073923861"
"5701","17303.73370337489","17303.73370337489","17303.73370337489","12474.094029409935","12474.094029409935","12474.094029409935","13117.956222034141","13117.956222034141","13117.956222034141"
"5711","17511.15820304497","17511.15820304497","17511.15820304497","12935.501451540267","12935.501451540267","12935.501451540267","12985.632510955791","12985.632510955791","12985.632510955791"
"5721","17960.541483788234","17960.541483788234","17960.541483788234","12570.010721276907","12570.010721276907","12570.010721276907","13229.28301781456","13229.28301781456","13229.28301781456"
"5731","17864.5942381988","17864.5942381988","17864.5942381988","12569.06618425588","12569.06618425588","12569.06618425588","13054.943082605523","13054.943082605523","13054.943082605523"
"5741","17991.53386647586","17991.53386647586","17991.53386647586","12527.074179893163","12527.074179893163","12527.074179893163","13397.699177269642","13397.699177269642","13397.699177269642"
"5751","18038.750686680356","18038.750686680356","18038.750686680356","12733.24039006917","12733.24039006917","12733.24039006917","13196.945547055888","13196.945547055888","13196.945547055888"
"5761","17930.57819175313","17930.57819175313","17930.57819175313","12929.649536306748","12929.649536306748","12929.649536306748","12954.308161470097","12954.308161470097","12954.308161470097"
"5771","17698.378794958782","17698.378794958782","17698.378794958782","12577.944353966632","12577.944353966632","12577.944353966632","13005.615220274452","13005.615220274452","13005.615220274452"
"5781","17680.246045896798","17680.246045896798","17680.246045896798","12565.87853542543","12565.87853542543","12565.87853542543","12974.447941983886","12974.447941983886","12974.447941983886"
"5791","17683.358505432498","17683.358505432498","17683.358505432498","12278.576750957898","12278.576750957898","12278.576750957898","13192.797423433716","13192.797423433716","13192.797423433716"
"5801","17745.85317218206","17745.85317218206","17745.85317218206","12784.344367643555","12784.344367643555","12784.344367643555","13106.23106772607","13106.23106772607","13106.23106772607"
"5811","17712.164991026857","17712.164991026857","17712.164991026857","12485.484691259295","12485.484691259295","12485.484691259295","12966.60201606535","12966.60201606535","12966.60201606535"
"5821","17578.96219978536","17578.96219978536","17578.96219978536","12559.311560033248","12559.311560033248","12559.311560033248","12882.880999271685","12882.880999271685","12882.880999271685"
"5831","17825.284473075462","17825.284473075462","17825.284473075462","12754.337164590235","12754.337164590235","12754.337164590235","12833.098167216904","12833.098167216904","12833.098167216904"
"5841","17700.76056262347","17700.76056262347","17700.76056262347","12709.386991262172","12709.386991262172","12709.386991262172","12830.34482479125","12830.34482479125","12830.34482479125"
"5851","17720.722739745615","17720.722739745615","17720.722739745615","10887.55880562005","10887.55880562005","10887.55880562005","11972.738360619484","11972.738360619484","11972.738360619484"
"5861","18031.280320781858","18031.280320781858","18031.280320781858","10823.9640376589","10823.9640376589","10823.9640376589","12031.740163908513","12031.740163908513","12031.740163908513"
"5871","17767.542054485984","17767.542054485984","17767.542054485984","10873.87003078033","10873.87003078033","10873.87003078033","12044.135223240999","12044.135223240999","12044.135223240999"
"5881","17643.68379349985","17643.68379349985","17643.68379349985","11085.840412238067","11085.840412238067","11085.840412238067","12238.037255469357","12238.037255469357","12238.037255469357"
"5891","17600.406138098737","17600.406138098737","17600.406138098737","10968.271132535663","10968.271132535663","10968.271132535663","12477.740565028447","12477.740565028447","12477.740565028447"
"5901","17427.241905139173","17427.241905139173","17427.241905139173","11110.248659864743","11110.248659864743","11110.248659864743","12030.572921593272","12030.572921593272","12030.572921593272"
"5911","17600.002663198797","17600.002663198797","17600.002663198797","11217.453626171939","11217.453626171939","11217.453626171939","12119.303858025636","12119.303858025636","12119.303858025636"
"5921","17508.133940433996","17508.133940433996","17508.133940433996","11272.330545351264","11272.330545351264","11272.330545351264","12092.744211212254","12092.744211212254","12092.744211212254"
"5931","17659.137379189644","17659.137379189644","17659.137379189644","11351.859297200142","11351.859297200142","11351.859297200142","12449.202081470423","12449.202081470423","12449.202081470423"
"5941","17547.177709064028","17547.177709064028","17547.177709064028","11552.404744742571","11552.404744742571","11552.404744742571","12410.64556282505","12410.64556282505","12410.64556282505"
"5951","17730.530387198338","17730.530387198338","17730.530387198338","11530.425052784629","11530.425052784629","11530.425052784629","12241.989998614274","12241.989998614274","12241.989998614274"
"5961","17838.93928316157","17838.93928316157","17838.93928316157","11596.52756255302","11596.52756255302","11596.52756255302","12308.236384876027","12308.236384876027","12308.236384876027"
"5971","17949.470506133166","17949.470506133166","17949.470506133166","11823.092452224724","11823.092452224724","11823.092452224724","12351.811283125475","12351.811283125475","12351.811283125475"
"5981","17652.163612722474","17652.163612722474","17652.163612722474","11547.607138790196","11547.607138790196","11547.607138790196","12624.822753558368","12624.822753558368","12624.822753558368"
"5991","17740.483285765433","17740.483285765433","17740.483285765433","11420.762959646749","11420.762959646749","11420.762959646749","12661.412531897811","12661.412531897811","12661.412531897811"
"6001","17715.9342545511","17715.9342545511","17715.9342545511","11947.637187069737","11947.637187069737","11947.637187069737","12737.138800998267","12737.138800998267","12737.138800998267"
"6011","17797.24749622529","17797.24749622529","17797.24749622529","11770.952892824871","11770.952892824871","11770.952892824871","12728.18869362759","12728.18869362759","12728.18869362759"
"6021","17679.568798285305","17679.568798285305","17679.568798285305","11737.461242628971","11737.461242628971","11737.461242628971","12325.510046881367","12325.510046881367","12325.510046881367"
"6031","17614.162812617396","17614.162812617396","17614.162812617396","12094.369084525795","12094.369084525795","12094.369084525795","12571.979732416417","12571.979732416417","12571.979732416417"
"6041","16756.254254732","16756.254254732","16756.254254732","11922.008361113141","11922.008361113141","11922.008361113141","12737.308690492866","12737.308690492866","12737.308690492866"
"6051","16506.227194919324","16506.227194919324","16506.227194919324","12109.136441631626","12109.136441631626","12109.136441631626","12865.767570440177","12865.767570440177","12865.767570440177"
"6061","16634.886361653087","16634.886361653087","16634.886361653087","11976.292385075381","11976.292385075381","11976.292385075381","12905.915390183014","12905.915390183014","12905.915390183014"
"6071","16579.989272181814","16579.989272181814","16579.989272181814","12100.026874002038","12100.026874002038","12100.026874002038","12980.401401133036","12980.401401133036","12980.401401133036"
"6081","16578.131420291982","16578.131420291982","16578.131420291982","12344.076771307096","12344.076771307096","12344.076771307096","12754.777165579117","12754.777165579117","12754.777165579117"
"6091","16687.41230466382","16687.41230466382","16687.41230466382","12257.111034509158","12257.111034509158","12257.111034509158","12554.55542808005","12554.55542808005","12554.55542808005"
"6101","16829.416311289635","16829.416311289635","16829.416311289635","12516.366437710936","12516.366437710936","12516.366437710936","12766.287518044455","12766.287518044455","12766.287518044455"
"6111","16758.350709125654","16758.350709125654","16758.350709125654","12203.655324064772","12203.655324064772","12203.655324064772","12834.31508415749","12834.31508415749","12834.31508415749"
"6121","16819.74748381648","16819.74748381648","16819.74748381648","12351.67583838595","12351.67583838595","12351.67583838595","13044.208333106195","13044.208333106195","13044.208333106195"
"6131","16655.9985055357","16655.9985055357","16655.9985055357","12474.935706374581","12474.935706374581","12474.935706374581","13144.553650061085","13144.553650061085","13144.553650061085"
"6141","16775.975963660247","16775.975963660247","16775.975963660247","12552.782364225994","12552.782364225994","12552.782364225994","13042.60089244847","13042.60089244847","13042.60089244847"
"6151","16767.97980750921","16767.97980750921","16767.97980750921","12187.933719901792","12187.933719901792","12187.933719901792","13017.84272306817","13017.84272306817","13017.84272306817"
"6161","16701.658522294845","16701.658522294845","16701.658522294845","12436.92232445786","12436.92232445786","12436.92232445786","13139.529389171548","13139.529389171548","13139.529389171548"
"6171","16865.291831553703","16865.291831553703","16865.291831553703","12759.383527197057","12759.383527197057","12759.383527197057","13159.26970566783","13159.26970566783","13159.26970566783"
"6181","16686.51949218784","16686.51949218784","16686.51949218784","12562.968729240516","12562.968729240516","12562.968729240516","12967.53311114289","12967.53311114289","12967.53311114289"
"6191","16917.90064715171","16917.90064715171","16917.90064715171","12491.216031074158","12491.216031074158","12491.216031074158","13106.378391348502","13106.378391348502","13106.378391348502"
"6201","16329.473484415095","16329.473484415095","16329.473484415095","12606.396585675859","12606.396585675859","12606.396585675859","12952.69748935186","12952.69748935186","12952.69748935186"
"6211","16528.096793223485","16528.096793223485","16528.096793223485","12670.854656095069","12670.854656095069","12670.854656095069","12863.361379129623","12863.361379129623","12863.361379129623"
"6221","16529.89647885583","16529.89647885583","16529.89647885583","12472.872087470709","12472.872087470709","12472.872087470709","13157.524629041533","13157.524629041533","13157.524629041533"
"6231","16777.899387835365","16777.899387835365","16777.899387835365","12478.727721373261","12478.727721373261","12478.727721373261","13194.736397212928","13194.736397212928","13194.736397212928"
"6241","16637.82820600745","16637.82820600745","16637.82820600745","12770.712703780238","12770.712703780238","12770.712703780238","13095.584833355473","13095.584833355473","13095.584833355473"
"6251","15706.646652596331","15706.646652596331","15706.646652596331","12656.970582255139","12656.970582255139","12656.970582255139","13049.869732578194","13049.869732578194","13049.869732578194"
"6261","16025.751000103963","16025.751000103963","16025.751000103963","12315.47023398775","12315.47023398775","12315.47023398775","12922.601736084702","12922.601736084702","12922.601736084702"
"6271","16561.703129485795","16561.703129485795","16561.703129485795","12533.28896640796","12533.28896640796","12533.28896640796","13132.948196243653","13132.948196243653","13132.948196243653"
"6281","16763.740943540954","16763.740943540954","16763.740943540954","12429.963365540574","12429.963365540574","12429.963365540574","12979.953874737184","12979.953874737184","12979.953874737184"
"6291","16770.66374394992","16770.66374394992","16770.66374394992","12782.10466350055","12782.10466350055","12782.10466350055","13302.717457231625","13302.717457231625","13302.717457231625"
"6301","17010.540351520296","17010.540351520296","17010.540351520296","12423.162012134939","12423.162012134939","12423.162012134939","13185.745995062764","13185.745995062764","13185.745995062764"
"6311","17102.62427954523","17102.62427954523","17102.62427954523","12600.581523591683","12600.581523591683","12600.581523591683","13064.408383799659","13064.408383799659","13064.408383799659"
"6321","17098.24357177862","17098.24357177862","17098.24357177862","12588.233459555659","12588.233459555659","12588.233459555659","12178.730177369518","12178.730177369518","12178.730177369518"
"6331","17096.31378861337","17096.31378861337","17096.31378861337","6388.529665188015","6388.529665188015","6388.529665188015","11715.1591597526","11715.1591597526","11715.1591597526"
"6341","17025.363939741517","17025.363939741517","17025.363939741517","10677.408428401919","10677.408428401919","10677.408428401919","12214.970608264164","12214.970608264164","12214.970608264164"
"6351","17156.413652339","17156.413652339","17156.413652339","10490.231756211806","10490.231756211806","10490.231756211806","11917.421964981932","11917.421964981932","11917.421964981932"
"6361","17060.50807162388","17060.50807162388","17060.50807162388","11097.932770721196","11097.932770721196","11097.932770721196","12042.114539557077","12042.114539557077","12042.114539557077"
"6371","17013.08706704349","17013.08706704349","17013.08706704349","10733.864180525003","10733.864180525003","10733.864180525003","12172.801061833445","12172.801061833445","12172.801061833445"
"6381","17055.93112783913","17055.93112783913","17055.93112783913","11053.245336433976","11053.245336433976","11053.245336433976","12263.61427263206","12263.61427263206","12263.61427263206"
"6391","17002.04118249005","17002.04118249005","17002.04118249005","11117.601871537227","11117.601871537227","11117.601871537227","12488.591995185123","12488.591995185123","12488.591995185123"
"6401","17087.703849834506","17087.703849834506","17087.703849834506","11045.302112832065","11045.302112832065","11045.302112832065","12221.840836377687","12221.840836377687","12221.840836377687"
"6411","17115.47728188423","17115.47728188423","17115.47728188423","11051.991442074665","11051.991442074665","11051.991442074665","12483.31519847932","12483.31519847932","12483.31519847932"
"6421","17158.21062941468","17158.21062941468","17158.21062941468","11226.006163213853","11226.006163213853","11226.006163213853","12266.938252089261","12266.938252089261","12266.938252089261"
"6431","17470.484136173698","17470.484136173698","17470.484136173698","11367.086111294038","11367.086111294038","11367.086111294038","12633.65541427825","12633.65541427825","12633.65541427825"
"6441","17367.66866861814","17367.66866861814","17367.66866861814","11275.944969873439","11275.944969873439","11275.944969873439","12608.750537737598","12608.750537737598","12608.750537737598"
"6451","17165.89671403619","17165.89671403619","17165.89671403619","11298.812250238967","11298.812250238967","11298.812250238967","12445.012943657066","12445.012943657066","12445.012943657066"
"6461","17481.527659662836","17481.527659662836","17481.527659662836","11456.79295481893","11456.79295481893","11456.79295481893","12563.718988275263","12563.718988275263","12563.718988275263"
"6471","17496.808909420914","17496.808909420914","17496.808909420914","11592.605360061434","11592.605360061434","11592.605360061434","12216.87863353052","12216.87863353052","12216.87863353052"
"6481","17329.641456461366","17329.641456461366","17329.641456461366","11598.56972239978","11598.56972239978","11598.56972239978","12687.668933487459","12687.668933487459","12687.668933487459"
"6491","17370.50295612876","17370.50295612876","17370.50295612876","11568.183892387526","11568.183892387526","11568.183892387526","12587.927730546024","12587.927730546024","12587.927730546024"
"6501","17403.20571258183","17403.20571258183","17403.20571258183","11593.867278404094","11593.867278404094","11593.867278404094","12564.751456457274","12564.751456457274","12564.751456457274"
"6511","17268.16346230319","17268.16346230319","17268.16346230319","11547.789241479393","11547.789241479393","11547.789241479393","12594.753898044415","12594.753898044415","12594.753898044415"
"6521","17522.50712896241","17522.50712896241","17522.50712896241","11638.772859997192","11638.772859997192","11638.772859997192","12628.653872277615","12628.653872277615","12628.653872277615"
"6531","17646.034259056112","17646.034259056112","17646.034259056112","11748.648495581101","11748.648495581101","11748.648495581101","12861.17102418228","12861.17102418228","12861.17102418228"
"6541","17497.966772500262","17497.966772500262","17497.966772500262","11615.322552535266","11615.322552535266","11615.322552535266","12743.216971440865","12743.216971440865","12743.216971440865"
"6551","17449.759571216884","17449.759571216884","17449.759571216884","11579.941585036348","11579.941585036348","11579.941585036348","12695.366262412579","12695.366262412579","12695.366262412579"
"6561","17614.773821182378","17614.773821182378","17614.773821182378","11849.398930653439","11849.398930653439","11849.398930653439","12917.48837169303","12917.48837169303","12917.48837169303"
"6571","17557.209484655563","17557.209484655563","17557.209484655563","11901.995779057854","11901.995779057854","11901.995779057854","12780.035029752053","12780.035029752053","12780.035029752053"
"6581","17835.41418678443","17835.41418678443","17835.41418678443","11772.852092864458","11772.852092864458","11772.852092864458","12980.88179273019","12980.88179273019","12980.88179273019"
"6591","17620.539783597982","17620.539783597982","17620.539783597982","11948.855995205065","11948.855995205065","11948.855995205065","12938.079891736657","12938.079891736657","12938.079891736657"
"6601","17491.182998298133","17491.182998298133","17491.182998298133","12183.725442833567","12183.725442833567","12183.725442833567","12890.780681951988","12890.780681951988","12890.780681951988"
"6611","17743.034842623103","17743.034842623103","17743.034842623103","12108.07495347171","12108.07495347171","12108.07495347171","12869.600994411087","12869.600994411087","12869.600994411087"
"6621","17672.579705194872","17672.579705194872","17672.579705194872","12206.63656877384","12206.63656877384","12206.63656877384","12897.762903615265","12897.762903615265","12897.762903615265"
"6631","17685.8748085375","17685.8748085375","17685.8748085375","12211.963725819956","12211.963725819956","12211.963725819956","12799.466213493135","12799.466213493135","12799.466213493135"
"6641","17756.161353530035","17756.161353530035","17756.161353530035","12388.186702499901","12388.186702499901","12388.186702499901","12798.762566281786","12798.762566281786","12798.762566281786"
"6651","17533.033167248468","17533.033167248468","17533.033167248468","12507.390579186376","12507.390579186376","12507.390579186376","13175.526164462362","13175.526164462362","13175.526164462362"
"6661","17756.756050137305","17756.756050137305","17756.756050137305","12306.521980968177","12306.521980968177","12306.521980968177","13003.4181970627","13003.4181970627","13003.4181970627"
"6671","17723.335394347116","17723.335394347116","17723.335394347116","12166.63356062571","12166.63356062571","12166.63356062571","13015.644976012469","13015.644976012469","13015.644976012469"
"6681","17733.78367462277","17733.78367462277","17733.78367462277","12458.520649952392","12458.520649952392","12458.520649952392","12754.48676262997","12754.48676262997","12754.48676262997"
"6691","17643.30271505453","17643.30271505453","17643.30271505453","12524.950099164347","12524.950099164347","12524.950099164347","12813.221591930358","12813.221591930358","12813.221591930358"
"6701","17412.131993222516","17412.131993222516","17412.131993222516","12648.878551384414","12648.878551384414","12648.878551384414","13035.930829456376","13035.930829456376","13035.930829456376"
"6711","17626.965775333378","17626.965775333378","17626.965775333378","12532.44146845452","12532.44146845452","12532.44146845452","13169.325219098588","13169.325219098588","13169.325219098588"
"6721","17701.732472348365","17701.732472348365","17701.732472348365","12467.790142447957","12467.790142447957","12467.790142447957","13266.138041704391","13266.138041704391","13266.138041704391"
"6731","17576.698442043984","17576.698442043984","17576.698442043984","12623.452587282069","12623.452587282069","12623.452587282069","12953.62525320178","12953.62525320178","12953.62525320178"
