"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"9371","17160.05789715773","17160.05789715773","17160.05789715773","11982.970186411643","11982.970186411643","11982.970186411643","11953.634199937054","11953.634199937054","11953.634199937054"
"9381","17390.435394914235","17390.435394914235","17390.435394914235","11980.499644215884","11980.499644215884","11980.499644215884","12146.227060962536","12146.227060962536","12146.227060962536"
"9391","17281.33434468542","17281.33434468542","17281.33434468542","12188.488320124217","12188.488320124217","12188.488320124217","12319.382286329335","12319.382286329335","12319.382286329335"
"9401","17202.198948558977","17202.198948558977","17202.198948558977","11934.451683661491","11934.451683661491","11934.451683661491","12584.328213377625","12584.328213377625","12584.328213377625"
"9411","17377.358278919277","17377.358278919277","17377.358278919277","10416.046546967704","10416.046546967704","10416.046546967704","12200.128996841215","12200.128996841215","12200.128996841215"
"9421","17156.788478150127","17156.788478150127","17156.788478150127","10497.840564410166","10497.840564410166","10497.840564410166","12384.047708906908","12384.047708906908","12384.047708906908"
"9431","17295.311605618088","17295.311605618088","17295.311605618088","10313.59797774948","10313.59797774948","10313.59797774948","12262.186424989242","12262.186424989242","12262.186424989242"
"9441","17256.149927347004","17256.149927347004","17256.149927347004","10440.69285685902","10440.69285685902","10440.69285685902","12461.967506964782","12461.967506964782","12461.967506964782"
"9451","17168.60192013323","17168.60192013323","17168.60192013323","10413.313061423809","10413.313061423809","10413.313061423809","11995.084486827744","11995.084486827744","11995.084486827744"
"9461","17284.172820439144","17284.172820439144","17284.172820439144","10340.700861601455","10340.700861601455","10340.700861601455","12311.505195772557","12311.505195772557","12311.505195772557"
"9471","17172.41243283959","17172.41243283959","17172.41243283959","10448.541487717142","10448.541487717142","10448.541487717142","12595.584521929291","12595.584521929291","12595.584521929291"
"9481","17063.25288168009","17063.25288168009","17063.25288168009","10168.55507204192","10168.55507204192","10168.55507204192","12466.885288500447","12466.885288500447","12466.885288500447"
"9491","17083.122788482437","17083.122788482437","17083.122788482437","10322.576011886862","10322.576011886862","10322.576011886862","12360.16054229718","12360.16054229718","12360.16054229718"
"9501","17000.86317743708","17000.86317743708","17000.86317743708","10440.828237370028","10440.828237370028","10440.828237370028","12234.676980525672","12234.676980525672","12234.676980525672"
"9511","17267.096959522918","17267.096959522918","17267.096959522918","10957.681809638674","10957.681809638674","10957.681809638674","12069.620438022448","12069.620438022448","12069.620438022448"
"9521","17368.518809736146","17368.518809736146","17368.518809736146","10723.00141853105","10723.00141853105","10723.00141853105","12614.83595290386","12614.83595290386","12614.83595290386"
"9531","17439.849793581852","17439.849793581852","17439.849793581852","10671.974298682871","10671.974298682871","10671.974298682871","12249.193262066332","12249.193262066332","12249.193262066332"
"9541","17270.616728846544","17270.616728846544","17270.616728846544","10590.87001094943","10590.87001094943","10590.87001094943","12530.899587611402","12530.899587611402","12530.899587611402"
"9551","17266.833930332974","17266.833930332974","17266.833930332974","10831.818450140969","10831.818450140969","10831.818450140969","12617.730398741354","12617.730398741354","12617.730398741354"
"9561","17196.310973242747","17196.310973242747","17196.310973242747","10888.152752780363","10888.152752780363","10888.152752780363","12616.865416496554","12616.865416496554","12616.865416496554"
"9571","17094.987496007907","17094.987496007907","17094.987496007907","10799.913802728066","10799.913802728066","10799.913802728066","12526.911903887029","12526.911903887029","12526.911903887029"
"9581","17142.779508218304","17142.779508218304","17142.779508218304","10771.15691678409","10771.15691678409","10771.15691678409","11631.734882400266","11631.734882400266","11631.734882400266"
"9591","17131.429765200483","17131.429765200483","17131.429765200483","10835.794075829997","10835.794075829997","10835.794075829997","12757.105046739764","12757.105046739764","12757.105046739764"
"9601","16107.353323851436","16107.353323851436","16107.353323851436","11232.269587964356","11232.269587964356","11232.269587964356","12801.182131855358","12801.182131855358","12801.182131855358"
"9611","16238.937026758653","16238.937026758653","16238.937026758653","10940.927464140752","10940.927464140752","10940.927464140752","12510.468157515825","12510.468157515825","12510.468157515825"
"9621","16227.206197502252","16227.206197502252","16227.206197502252","10798.147525208673","10798.147525208673","10798.147525208673","13075.761798161411","13075.761798161411","13075.761798161411"
"9631","16121.219493884762","16121.219493884762","16121.219493884762","11254.912551940724","11254.912551940724","11254.912551940724","12970.285601102569","12970.285601102569","12970.285601102569"
"9641","16202.331869996045","16202.331869996045","16202.331869996045","11442.801750067736","11442.801750067736","11442.801750067736","13080.485516445782","13080.485516445782","13080.485516445782"
"9651","16152.0782184358","16152.0782184358","16152.0782184358","10991.677586385487","10991.677586385487","10991.677586385487","12943.09964444919","12943.09964444919","12943.09964444919"
"9661","16011.201195225349","16011.201195225349","16011.201195225349","10940.55979509608","10940.55979509608","10940.55979509608","12663.977185893445","12663.977185893445","12663.977185893445"
"9671","16201.26064036931","16201.26064036931","16201.26064036931","11215.982269856642","11215.982269856642","11215.982269856642","12967.675841937427","12967.675841937427","12967.675841937427"
"9681","16189.317478105077","16189.317478105077","16189.317478105077","11521.396125865687","11521.396125865687","11521.396125865687","12683.072903798744","12683.072903798744","12683.072903798744"
"9691","16030.991548766055","16030.991548766055","16030.991548766055","11299.114025501518","11299.114025501518","11299.114025501518","12941.526392974512","12941.526392974512","12941.526392974512"
"9701","15862.257618949841","15862.257618949841","15862.257618949841","11241.323060961802","11241.323060961802","11241.323060961802","12804.509717819175","12804.509717819175","12804.509717819175"
"9711","16070.160860879425","16070.160860879425","16070.160860879425","11351.579543468251","11351.579543468251","11351.579543468251","12997.565816626282","12997.565816626282","12997.565816626282"
"9721","16027.608678337916","16027.608678337916","16027.608678337916","11544.780008318008","11544.780008318008","11544.780008318008","12740.650999401598","12740.650999401598","12740.650999401598"
"9731","16095.806081535822","16095.806081535822","16095.806081535822","11419.99699472377","11419.99699472377","11419.99699472377","12511.901966262152","12511.901966262152","12511.901966262152"
"9741","16144.046388556742","16144.046388556742","16144.046388556742","11105.299099159052","11105.299099159052","11105.299099159052","12879.105831306222","12879.105831306222","12879.105831306222"
"9751","16096.557502670035","16096.557502670035","16096.557502670035","11299.087449704868","11299.087449704868","11299.087449704868","12840.781926865899","12840.781926865899","12840.781926865899"
"9761","16088.457365247796","16088.457365247796","16088.457365247796","11365.089696791787","11365.089696791787","11365.089696791787","13179.514042066323","13179.514042066323","13179.514042066323"
"9771","16033.603946161411","16033.603946161411","16033.603946161411","11604.619805445303","11604.619805445303","11604.619805445303","12917.96533196075","12917.96533196075","12917.96533196075"
"9781","15968.205783569962","15968.205783569962","15968.205783569962","11479.553507524754","11479.553507524754","11479.553507524754","13019.786012855333","13019.786012855333","13019.786012855333"
"9791","16044.58640203871","16044.58640203871","16044.58640203871","11531.007680064118","11531.007680064118","11531.007680064118","12668.771860631237","12668.771860631237","12668.771860631237"
"9801","16162.388254708667","16162.388254708667","16162.388254708667","11785.262754729678","11785.262754729678","11785.262754729678","12538.61167999439","12538.61167999439","12538.61167999439"
"9811","17293.002097798268","17293.002097798268","17293.002097798268","12615.514907327108","12615.514907327108","12615.514907327108","13030.734468392817","13030.734468392817","13030.734468392817"
"9821","17215.146246498996","17215.146246498996","17215.146246498996","12479.041641710148","12479.041641710148","12479.041641710148","12850.916578656132","12850.916578656132","12850.916578656132"
"9831","17444.634026649852","17444.634026649852","17444.634026649852","12747.699869502238","12747.699869502238","12747.699869502238","12858.066538083269","12858.066538083269","12858.066538083269"
"9841","17205.680594909027","17205.680594909027","17205.680594909027","12936.933007083297","12936.933007083297","12936.933007083297","12732.974725652643","12732.974725652643","12732.974725652643"
"9851","17428.684038853342","17428.684038853342","17428.684038853342","12763.8748824558","12763.8748824558","12763.8748824558","12949.291608232306","12949.291608232306","12949.291608232306"
"9861","17320.788036969345","17320.788036969345","17320.788036969345","12622.44553514397","12622.44553514397","12622.44553514397","13109.338337077303","13109.338337077303","13109.338337077303"
"9871","17511.15719207582","17511.15719207582","17511.15719207582","12814.27240286658","12814.27240286658","12814.27240286658","13380.037458701112","13380.037458701112","13380.037458701112"
"9881","17586.89024485169","17586.89024485169","17586.89024485169","12468.79781864233","12468.79781864233","12468.79781864233","13659.547789004204","13659.547789004204","13659.547789004204"
"9891","17398.43629233338","17398.43629233338","17398.43629233338","13133.118808198615","13133.118808198615","13133.118808198615","13369.006208042732","13369.006208042732","13369.006208042732"
"9901","17642.468844870767","17642.468844870767","17642.468844870767","12727.566489003477","12727.566489003477","12727.566489003477","13294.404589994878","13294.404589994878","13294.404589994878"
"9911","17565.69564039741","17565.69564039741","17565.69564039741","12699.122725998235","12699.122725998235","12699.122725998235","13495.34870558705","13495.34870558705","13495.34870558705"
"9921","17623.310290747526","17623.310290747526","17623.310290747526","13135.840198405598","13135.840198405598","13135.840198405598","12020.899019656033","12020.899019656033","12020.899019656033"
